POST_DATE,SERVICE_DATE,PROPERTY_CODE,BOOKINGS_SOURCE,ROOMS,ARRIVALS,POPULATION,CONTRACT_CODE
2021-10-30,2021-11-06,CH,RO,97,37,314,*
2021-10-30,2022-01-19,CH,TI,30,9,121,*
2021-10-30,2022-01-24,CH,TI,33,14,103,*
2021-10-30,2021-12-26,CH,TW,12,4,36,WGETA21
2021-10-30,2022-01-02,CH,TW,2,2,10,WINSG22
2021-10-30,2021-11-07,CH,DO,3,1,8,*
2021-10-30,2021-12-02,DH,DO,1,1,2,*
2021-10-30,2022-01-03,PH,RO,14,6,50,*
2021-10-30,2021-10-31,CH,TW,29,13,78,WEXP21
2021-10-30,2022-01-06,CH,GR,31,0,41,GCDL21B
2021-10-30,2021-11-06,CH,GR,23,22,24,GCGK21A
2021-10-30,2021-12-20,CH,BW,0,0,0,ICIL20H
2021-10-30,2021-12-08,DH,RO,51,17,162,*
2021-10-30,2021-11-26,DH,TW,12,3,40,WEXP21
2021-10-30,2021-11-30,PH,TD,176,50,555,*
2021-10-30,2021-12-21,DH,TD,481,83,1833,*
2021-10-30,2022-01-13,PH,TD,58,21,186,*
2021-10-30,2022-01-25,PH,TD,45,2,141,*
2021-10-30,2021-11-17,DH,TW,8,0,31,WFUNJ21
2021-10-30,2021-12-05,DH,BW,1,0,1,ICIL21O
2021-10-30,2021-11-18,DH,GR,4,0,13,GDDK21A
2021-10-30,2021-11-30,CH,RO,141,41,480,*
2021-10-30,2021-12-12,CH,RO,89,50,278,*
2021-10-30,2021-11-17,CH,TW,18,4,47,WGETA21
2021-10-30,2021-12-04,PH,BW,2,2,4,IDIK21I
2021-10-30,2021-12-24,PH,TW,1,1,5,WMICK21
2021-10-30,2021-12-29,CH,TW,2,1,8,WEXP21
2021-10-30,2021-11-07,PH,BW,3,0,8,IDIK21D
2021-10-30,2021-11-07,CH,GR,23,0,24,GCGK21A
2021-10-30,2022-01-12,PH,TW,0,0,0,WABRE22
2021-10-30,2021-12-09,DH,TW,1,0,2,WINSG21
2021-10-30,2021-12-02,DH,TW,1,0,2,WSWST21
2021-10-30,2021-12-14,DH,RO,73,19,242,*
2021-10-30,2022-01-15,DH,TI,68,10,238,*
2021-10-30,2021-12-03,DH,TW,20,15,56,WEXP21
2021-10-30,2022-01-25,DH,GT,13,1,51,*
2021-10-30,2021-12-02,PH,TW,5,0,14,WINSG21
2021-10-30,2022-01-12,DH,TD,115,28,427,*
2021-10-30,2021-12-28,PH,TW,6,0,25,WGETA21
2021-10-30,2022-01-29,PH,TD,36,10,106,*
2021-10-30,2021-11-07,DH,TW,13,7,36,WGETA21
2021-10-30,2021-12-31,DH,TW,2,1,9,WINSG21
2021-10-30,2022-01-24,DH,TW,0,0,0,WFUNJ22
2021-10-30,2021-12-02,DH,CP,8,3,23,*
2021-10-30,2022-01-07,CH,RO,59,28,225,*
2021-10-30,2022-01-29,CH,TD,99,28,367,*
2021-10-30,2022-01-02,CH,GT,11,4,43,*
2021-10-30,2021-12-07,CH,CP,3,0,8,*
2021-10-30,2022-01-31,CH,TW,7,2,24,WGETA22
2021-10-30,2021-11-29,DH,DO,0,0,0,*
2021-10-30,2021-12-04,DH,DO,3,2,9,*
2021-10-30,2021-11-28,CH,BW,1,1,2,IDIJ20U
2021-10-30,2022-01-09,CH,GR,0,0,0,GCDL21B
2021-10-30,2021-11-15,DH,TW,1,1,2,WSWST21
2021-10-30,2021-11-05,CH,GR,1,1,1,GCGK21A
2021-10-30,2021-11-13,DH,TW,0,0,0,WFUNJ21
2021-10-30,2022-01-19,DH,TW,1,0,3,WFUNJ22
2021-10-30,2021-12-08,DH,GT,11,1,38,*
2021-10-30,2022-01-12,DH,GT,8,7,37,*
2021-10-30,2021-11-10,DH,GT,16,6,48,*
2021-10-30,2022-01-08,PH,RO,4,1,11,*
2021-10-30,2021-11-21,PH,TI,95,44,341,*
2021-10-30,2022-01-24,DH,TD,92,29,335,*
2021-10-30,2021-11-27,PH,TW,0,0,0,WINSG21
2021-10-30,2022-01-31,PH,TW,1,0,2,WFUNJ22
2021-10-30,2021-11-28,DH,TW,10,6,37,WGETA21
2021-10-30,2021-11-15,DH,BW,2,0,4,IDIK21W
2021-10-30,2022-01-18,DH,TW,1,0,3,WUNVA22
2021-10-30,2021-11-02,CH,TW,36,5,94,WDVC21
2021-10-30,2021-12-20,CH,TD,463,149,1722,*
2021-10-30,2022-01-01,CH,TW,4,0,15,WGETA21
2021-10-30,2022-01-27,CH,TD,140,26,515,*
2021-10-30,2021-12-28,DH,CP,1,0,1,*
2021-10-30,2021-11-11,CH,CP,1,1,1,*
2021-10-30,2022-01-28,CH,CP,4,2,16,*
2021-10-30,2021-12-07,CH,GT,19,8,56,*
2021-10-30,2021-12-20,PH,BW,2,1,7,ICIL21K
2021-10-30,2021-10-31,CH,TW,0,0,0,WINSG21
2021-10-30,2021-11-19,DH,TW,20,12,63,WDVC21
2021-10-30,2021-11-15,CH,GR,119,1,334,GDDK21A
2021-10-30,2021-12-23,CH,TW,11,6,27,WEXP21
2021-10-30,2022-01-26,CH,GR,62,28,114,GDAA22A
2021-10-30,2021-11-04,DH,TW,1,1,3,WACCU21
2021-10-30,2021-12-05,CH,GR,0,0,0,GCAL21B
2021-10-30,2021-11-24,DH,TW,1,0,4,WMICK21
2021-10-30,2021-12-11,DH,RO,73,20,250,*
2021-10-30,2021-12-26,DH,GT,7,1,23,*
2021-10-30,2022-01-13,DH,TI,35,16,110,*
2021-10-30,2021-12-12,PH,RO,27,14,85,*
2021-10-30,2022-01-28,PH,RO,8,1,19,*
2021-10-30,2022-01-07,PH,TI,14,5,42,*
2021-10-30,2022-01-17,PH,TI,5,0,16,*
2021-10-30,2021-10-31,PH,TW,0,0,0,WACTN21
2021-10-30,2021-12-03,DH,GR,3,3,7,GDML21A
2021-10-30,2022-01-04,DH,TW,0,0,0,WACTN22
2021-10-30,2021-12-12,CH,TI,200,128,616,*
2021-10-30,2021-12-29,CH,GT,13,1,49,*
2021-10-30,2021-12-22,PH,TW,1,0,2,WSWST21
2021-10-30,2022-01-15,PH,BW,0,0,0,IDIA22E
2021-10-30,2022-01-08,CH,CP,1,0,4,*
2021-10-30,2021-12-18,DH,BW,1,1,1,ICIL20H
2021-10-30,2021-11-21,CH,GR,0,0,0,GCIK21A
2021-10-30,2021-11-11,PH,TI,130,70,428,*
2021-10-30,2021-12-08,PH,RO,40,9,122,*
2021-10-30,2021-11-07,PH,TW,1,1,2,WUNVA21
2021-10-30,2022-01-16,PH,TI,19,2,66,*
2021-10-30,2021-12-21,DH,CP,2,0,2,*
2021-10-30,2021-11-05,CH,TD,302,93,1104,*
2021-10-30,2021-11-05,DH,TW,1,0,3,WSWST21
2021-10-30,2021-12-10,DH,CP,6,4,17,*
2021-10-30,2021-11-11,PH,TW,0,0,0,WDVC21
2021-10-30,2021-11-10,DH,DO,1,1,4,*
2021-10-30,2021-11-13,PH,BW,1,1,2,IDIK21W
2021-10-30,2021-12-28,CH,TW,1,0,4,WFUNJ21
2021-10-30,2021-12-09,DH,RO,43,14,139,*
2021-10-30,2021-11-05,PH,TW,6,4,16,WEXP21
2021-10-30,2022-01-03,PH,TD,107,40,346,*
2021-10-30,2022-01-05,DH,TD,213,37,808,*
2021-10-30,2021-11-25,PH,TW,0,0,0,WSWST21
2021-10-30,2022-01-27,PH,TD,44,9,134,*
2021-10-30,2021-12-17,DH,TW,9,2,31,WGETA21
2021-10-30,2021-12-22,DH,TW,4,1,14,WINSG21
2021-10-30,2021-11-07,DH,TW,2,1,6,WACCU21
2021-10-30,2021-12-07,DH,GR,0,0,0,NDIL21A
2021-10-30,2021-12-19,CH,TI,135,50,475,*
2021-10-30,2021-11-11,CH,TD,385,129,1314,*
2021-10-30,2021-11-19,DH,CP,4,2,10,*
2021-10-30,2021-11-02,CH,TW,10,4,35,WGETA21
2021-10-30,2021-11-22,CH,TW,16,4,61,WGETA21
2021-10-30,2021-12-31,DH,TW,1,1,4,WEXP21
2021-10-30,2022-01-18,DH,TW,1,0,4,WGETA22
2021-10-30,2021-12-02,PH,GT,11,0,30,*
2021-10-30,2021-11-25,CH,TW,0,0,0,WACTN21
2021-10-30,2021-12-08,PH,BW,1,1,2,IDIL21J
2021-10-30,2021-11-05,CH,TW,10,7,29,WEXP21
2021-10-30,2022-01-09,CH,CP,0,0,0,*
2021-10-30,2021-11-09,CH,GR,17,0,49,GCJJ21A
2021-10-30,2021-12-06,CH,BW,0,0,0,ICIL21J
2021-10-30,2022-01-24,CH,GR,1,1,4,GDAA22A
2021-10-30,2021-12-01,DH,TW,16,1,53,WDVC21
2021-10-30,2021-11-02,DH,RO,47,22,160,*
2021-10-30,2021-11-11,PH,RO,28,10,92,*
2021-10-30,2021-12-15,PH,TD,155,45,539,*
2021-10-30,2021-11-26,PH,TW,3,1,13,WGETA21
2021-10-30,2021-11-05,PH,TW,0,0,0,WHIST21
2021-10-30,2021-11-03,PH,TW,0,0,0,WAEIM21
2021-10-30,2022-01-14,PH,RO,10,3,34,*
2021-10-30,2022-01-31,DH,RO,13,8,45,*
2021-10-30,2021-11-22,CH,TD,489,117,1819,*
2021-10-30,2022-01-06,CH,GT,10,1,34,*
2021-10-30,2022-01-26,CH,GT,8,2,25,*
2021-10-30,2022-01-12,CH,RO,21,8,82,*
2021-10-30,2022-01-15,CH,TW,1,0,3,WSWST22
2021-10-30,2021-12-11,PH,TW,14,4,38,WDVC21
2021-10-30,2021-12-31,CH,TW,4,4,10,WEXP21
2021-10-30,2021-11-15,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-11-10,DH,TW,7,2,16,WDVC21
2021-10-30,2021-12-25,CH,TW,16,5,43,WEXP21
2021-10-30,2021-11-18,CH,GR,104,18,305,GCMK21A
2021-10-30,2022-01-24,DH,TW,1,1,5,WINSG22
2021-10-30,2021-11-09,CH,DO,3,3,12,*
2021-10-30,2021-11-05,CH,GR,20,7,36,GCDK21A
2021-10-30,2021-12-04,CH,GR,1,1,1,GCAL21C
2021-10-30,2021-12-26,DH,TI,118,53,441,*
2021-10-30,2021-11-17,DH,RO,72,32,220,*
2021-10-30,2021-12-04,PH,TI,95,38,288,*
2021-10-30,2021-12-25,PH,TD,344,68,1263,*
2021-10-30,2022-01-03,PH,GT,3,0,7,*
2021-10-30,2021-12-15,PH,TW,3,2,7,WGETA21
2021-10-30,2021-11-06,PH,TW,2,2,9,WINSG21
2021-10-30,2022-01-09,PH,GT,2,0,2,*
2021-10-30,2021-12-20,DH,BW,3,3,9,IDIL21M
2021-10-30,2021-12-13,DH,TW,1,0,4,WACCU21
2021-10-30,2021-11-07,DH,GR,0,0,0,DDHK21A
2021-10-30,2021-12-30,CH,TW,14,2,55,WGETA21
2021-10-30,2021-12-17,CH,TW,16,10,43,WEXP21
2021-10-30,2021-12-17,CH,GT,13,7,41,*
2021-10-30,2021-12-28,DH,TW,18,5,50,WEXP21
2021-10-30,2021-11-17,DH,CP,5,4,9,*
2021-10-30,2021-11-04,PH,GT,4,1,11,*
2021-10-30,2021-10-31,PH,TW,4,4,11,WDVC21
2021-10-30,2021-12-29,CH,TW,0,0,0,WAEIM21
2021-10-30,2021-12-20,CH,TW,1,0,4,WWJET21
2021-10-30,2021-11-06,DH,TW,16,3,50,WDVC21
2021-10-30,2021-11-01,PH,TW,2,0,7,WDDMX21
2021-10-30,2021-11-08,CH,BW,0,0,0,IDIK21Y
2021-10-30,2021-12-02,CH,GR,35,0,78,GCTK21C
2021-10-30,2021-12-16,CH,TW,1,0,3,WFUN21
2021-10-30,2021-12-18,DH,TW,1,1,2,WACCU21
2021-10-30,2021-12-06,DH,TD,376,101,1234,*
2021-10-30,2022-01-19,DH,GT,2,0,11,*
2021-10-30,2021-11-22,PH,GT,4,0,11,*
2021-10-30,2021-12-19,PH,RO,26,16,93,*
2021-10-30,2022-01-01,PH,TW,0,0,0,WEXP21
2021-10-30,2021-12-09,PH,TI,111,49,331,*
2021-10-30,2021-11-20,PH,TD,253,115,858,*
2021-10-30,2021-12-03,PH,TD,261,79,843,*
2021-10-30,2021-11-03,PH,TD,164,59,496,*
2021-10-30,2022-01-04,PH,TW,0,0,0,WABRE22
2021-10-30,2021-12-21,PH,TW,0,0,0,WACCU21
2021-10-30,2021-11-26,DH,TW,8,2,27,WFUNJ21
2021-10-30,2021-12-01,DH,TW,19,3,57,WGETA21
2021-10-30,2021-12-29,DH,TW,20,2,78,WGETA21
2021-10-30,2021-11-29,DH,BW,0,0,0,IDIJ20U
2021-10-30,2021-11-09,DH,TW,17,5,44,WEXP21
2021-10-30,2022-01-16,CH,TI,58,8,222,*
2021-10-30,2022-01-17,CH,TI,30,6,105,*
2021-10-30,2022-01-12,CH,TW,12,3,38,WGETA22
2021-10-30,2022-01-29,DH,TW,8,0,18,WGETA22
2021-10-30,2021-11-01,PH,BW,1,0,2,ICIJ21E
2021-10-30,2021-11-07,PH,GR,1,0,5,GDCJ21B
2021-10-30,2022-01-20,CH,DO,1,1,4,*
2021-10-30,2021-12-11,CH,DO,7,3,16,*
2021-10-30,2021-11-21,CH,GR,0,0,0,GCFL21A
2021-10-30,2021-12-10,CH,GR,5,0,14,NDIL21A
2021-10-30,2021-11-02,CH,GR,1,0,2,GCAK22A
2021-10-30,2021-12-07,DH,TI,245,69,756,*
2021-10-30,2021-12-24,PH,TD,308,88,1154,*
2021-10-30,2021-11-15,PH,TW,11,5,36,WGETA21
2021-10-30,2021-12-13,PH,TW,2,0,6,WGETA21
2021-10-30,2021-11-08,PH,TW,1,1,2,WSWST21
2021-10-30,2021-12-29,DH,TD,631,130,2297,*
2021-10-30,2021-11-25,PH,TW,1,0,4,WINSG21
2021-10-30,2021-12-30,PH,TW,0,0,0,WSWST21
2021-10-30,2021-12-12,DH,TW,0,0,0,WINSG21
2021-10-30,2021-11-05,DH,BW,6,3,16,IDIK21D
2021-10-30,2021-11-02,CH,GT,20,8,66,*
2021-10-30,2021-11-26,CH,GT,11,2,36,*
2021-10-30,2021-11-13,CH,TI,120,19,390,*
2021-10-30,2021-12-06,CH,TW,16,2,47,WGETA21
2021-10-30,2021-11-21,CH,DO,5,0,15,*
2021-10-30,2021-12-05,PH,BW,2,0,4,IDIK21I
2021-10-30,2022-01-31,PH,TI,5,4,11,*
2021-10-30,2021-10-31,CH,WI,2,0,3,*
2021-10-30,2021-12-25,CH,TW,0,0,0,WACCU21
2021-10-30,2021-12-04,DH,TW,6,2,19,WDVC21
2021-10-30,2021-11-03,DH,TW,6,1,15,WDVC21
2021-10-30,2021-12-06,DH,BW,2,1,3,IDIK21I
2021-10-30,2021-10-31,CH,BW,0,0,0,IDIJ21X
2021-10-30,2021-11-16,CH,GR,63,0,81,GCIK21A
2021-10-30,2021-12-15,DH,TW,0,0,0,WSWST21
2021-10-30,2021-11-22,DH,TD,545,137,2052,*
2021-10-30,2022-01-02,DH,TI,62,28,240,*
2021-10-30,2021-12-01,DH,TW,3,0,12,WINSG21
2021-10-30,2022-01-15,DH,TW,4,0,13,WGETA22
2021-10-30,2022-01-19,PH,RO,1,0,4,*
2021-10-30,2021-11-22,DH,GR,1,0,3,GDCK21A
2021-10-30,2021-12-13,DH,TW,20,6,52,WEXP21
2021-10-30,2021-11-28,CH,TW,2,1,10,WINSG21
2021-10-30,2021-11-06,CH,TW,6,3,23,WGETA21
2021-10-30,2021-12-13,CH,CP,2,1,8,*
2021-10-30,2021-12-19,DH,TW,32,14,99,WEXP21
2021-10-30,2021-12-12,CH,TW,1,0,3,WINSG21
2021-10-30,2021-11-01,CH,TW,0,0,0,WINSG21
2021-10-30,2021-12-12,CH,TW,0,0,0,WABRE21
2021-10-30,2021-11-25,PH,BW,2,1,8,IDIJ20U
2021-10-30,2022-01-30,CH,TW,6,4,21,WGETA22
2021-10-30,2021-12-30,CH,BW,4,4,8,ICIL21T
2021-10-30,2021-12-02,CH,BW,1,1,4,ICIL21O
2021-10-30,2021-11-12,DH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-04,DH,RO,121,30,385,*
2021-10-30,2021-12-09,DH,TI,148,70,472,*
2021-10-30,2021-12-23,DH,GT,3,1,9,*
2021-10-30,2021-12-30,PH,RO,27,16,129,*
2021-10-30,2021-12-01,PH,TW,11,3,22,WEXP21
2021-10-30,2021-12-14,PH,RO,24,2,71,*
2021-10-30,2021-11-05,PH,GT,4,3,12,*
2021-10-30,2021-11-20,PH,TW,2,1,8,WFUNJ21
2021-10-30,2021-12-23,PH,TW,5,1,19,WGETA21
2021-10-30,2021-12-12,DH,TW,9,5,31,WGETA21
2021-10-30,2021-12-15,PH,GT,2,0,3,*
2021-10-30,2021-11-25,DH,CP,2,1,4,*
2021-10-30,2021-12-15,DH,GR,0,0,0,GDML21A
2021-10-30,2021-10-31,DH,TW,1,1,3,WDDMX21
2021-10-30,2021-11-06,DH,GR,12,6,38,GDCK21B
2021-10-30,2021-12-10,DH,GR,7,2,22,NDIL21A
2021-10-30,2021-12-03,CH,TW,6,1,23,WINSG21
2021-10-30,2021-12-13,CH,TW,0,0,0,WSWST21
2021-10-30,2022-01-25,CH,TW,2,2,7,WINSG22
2021-10-30,2021-11-18,DH,BA,0,0,0,HDHK21A
2021-10-30,2021-12-25,PH,TW,1,0,3,WSWST21
2021-10-30,2021-11-22,CH,TW,12,3,37,WEXP21
2021-10-30,2021-11-12,CH,TW,8,2,21,WEXP21
2021-10-30,2021-11-17,CH,TW,0,0,0,WMICK21
2021-10-30,2021-12-19,DH,CP,1,0,2,WDVC21
2021-10-30,2021-12-12,DH,RO,60,28,213,*
2021-10-30,2021-11-02,DH,TD,224,60,807,*
2021-10-30,2021-12-09,DH,TD,258,83,825,*
2021-10-30,2021-12-19,DH,GT,10,2,35,*
2021-10-30,2021-12-07,PH,GT,2,2,4,*
2021-10-30,2021-11-26,PH,RO,22,2,68,*
2021-10-30,2021-11-04,PH,TW,12,3,29,WEXP21
2021-10-30,2021-12-17,PH,TI,55,32,187,*
2021-10-30,2021-11-19,PH,TW,1,1,4,WFUNJ21
2021-10-30,2022-01-28,PH,TI,5,2,13,*
2021-10-30,2022-01-27,PH,TW,3,0,10,WGETA22
2021-10-30,2021-11-30,DH,TW,4,0,15,WINSG21
2021-10-30,2021-12-05,PH,TW,2,0,6,WFUNJ21
2021-10-30,2021-11-02,PH,TW,1,0,4,WAEIM21
2021-10-30,2021-11-10,PH,GT,3,1,10,*
2021-10-30,2022-01-22,DH,GT,11,0,66,*
2021-10-30,2021-12-04,DH,BW,3,2,5,IDIK21T
2021-10-30,2021-10-31,DH,BW,0,0,0,ICIJ210
2021-10-30,2021-11-15,DH,BW,0,0,0,IDIK21U
2021-10-30,2021-12-16,DH,BW,5,5,14,IDIL21L
2021-10-30,2021-11-16,DH,GR,88,33,127,GDMK21A
2021-10-30,2021-11-01,CH,TI,178,96,561,*
2021-10-30,2022-01-29,CH,TW,2,1,9,WGETA22
2021-10-30,2022-01-09,CH,TD,139,57,552,*
2021-10-30,2021-11-09,CH,TW,15,2,47,WGETA21
2021-10-30,2021-12-20,CH,GT,11,3,37,*
2021-10-30,2021-12-10,PH,TW,11,8,28,WDVC21
2021-10-30,2021-12-01,CH,TW,12,2,34,WGETA21
2021-10-30,2022-01-25,CH,TW,1,1,3,WABRE22
2021-10-30,2021-11-26,CH,TW,0,0,0,WACTN21
2021-10-30,2021-11-23,CH,TW,7,4,22,WEXP21
2021-10-30,2022-01-07,CH,TW,5,2,17,WFUNJ22
2021-10-30,2021-11-02,CH,BA,5,0,14,HCAJ21A
2021-10-30,2021-11-15,CH,GR,5,2,6,GCEK21A
2021-10-30,2021-11-13,CH,TW,1,0,3,WFUNJ21
2021-10-30,2021-12-06,DH,RO,89,27,285,*
2021-10-30,2021-12-25,DH,RO,56,11,216,*
2021-10-30,2022-01-09,DH,TI,40,22,116,*
2021-10-30,2021-11-26,PH,TW,9,6,27,WEXP21
2021-10-30,2022-01-10,PH,TW,2,2,4,WGETA22
2021-10-30,2021-12-20,DH,TW,10,5,31,WINSG21
2021-10-30,2022-01-27,DH,TW,6,3,15,WGETA22
2021-10-30,2021-11-26,DH,TW,21,2,71,WGETA21
2021-10-30,2022-01-12,DH,BW,2,2,7,IDIA22I
2021-10-30,2021-11-17,DH,GR,88,10,124,GDMK21A
2021-10-30,2021-12-26,DH,TW,1,1,2,WFUN21
2021-10-30,2021-12-21,CH,TW,32,12,102,WDVC21
2021-10-30,2021-12-02,CH,RO,136,44,431,*
2021-10-30,2021-12-17,CH,TD,335,136,1281,*
2021-10-30,2021-12-24,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-11-13,CH,GR,406,109,1140,GDDK21A
2021-10-30,2022-01-22,DH,CP,1,1,4,*
2021-10-30,2021-12-05,CH,BW,1,0,1,ICIL21J
2021-10-30,2021-12-28,DH,TI,113,32,385,*
2021-10-30,2022-01-07,DH,GT,10,5,48,*
2021-10-30,2021-11-04,PH,TI,74,38,222,*
2021-10-30,2021-11-29,PH,TW,1,0,4,WFUNJ21
2021-10-30,2021-12-29,PH,TW,6,0,25,WGETA21
2021-10-30,2022-01-16,DH,TW,3,0,11,WGETA22
2021-10-30,2021-11-09,DH,GR,1,0,4,GDCJ21B
2021-10-30,2021-11-22,DH,TW,16,5,55,WEXP21
2021-10-30,2021-11-02,CH,RO,97,40,303,*
2021-10-30,2021-12-18,CH,TI,173,60,593,*
2021-10-30,2021-11-10,CH,TW,16,7,54,WGETA21
2021-10-30,2022-01-09,CH,TW,2,0,6,WINSG22
2021-10-30,2022-01-05,CH,TW,3,2,11,WACCU22
2021-10-30,2021-11-21,DH,BA,1,0,1,HDHK21A
2021-10-30,2021-12-23,PH,GT,1,1,2,*
2021-10-30,2022-01-14,PH,BW,1,0,3,IDIA22E
2021-10-30,2021-12-03,CH,BW,2,1,6,ICIL21O
2021-10-30,2021-11-17,DH,TW,1,0,2,WSWST21
2021-10-30,2021-11-25,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-11-20,DH,TI,209,89,734,*
2021-10-30,2021-12-09,PH,CP,3,0,4,*
2021-10-30,2021-11-29,PH,TW,17,9,33,WEXP21
2021-10-30,2021-12-03,PH,TW,7,3,15,WEXP21
2021-10-30,2022-01-07,PH,TD,73,16,234,*
2021-10-30,2021-12-07,PH,TW,1,1,5,WINSG21
2021-10-30,2021-12-28,PH,TW,1,0,4,WFUNJ21
2021-10-30,2022-01-09,PH,TW,0,0,0,WGETA22
2021-10-30,2021-11-12,DH,CP,7,1,25,*
2021-10-30,2021-11-08,PH,TW,1,0,2,WFUNJ21
2021-10-30,2021-12-31,PH,TW,4,1,14,WINSG21
2021-10-30,2022-01-08,DH,BW,0,0,0,IDIA22G
2021-10-30,2022-01-11,DH,BW,3,0,7,IDIA22E
2021-10-30,2021-12-03,DH,BW,2,1,7,ICIL21J
2021-10-30,2021-10-31,DH,BW,0,0,0,IDIJ212
2021-10-30,2021-12-22,DH,TW,4,2,10,WACCU21
2021-10-30,2021-11-19,DH,GR,7,1,15,GDCK21A
2021-10-30,2021-12-20,CH,TW,33,7,109,WDVC21
2021-10-30,2021-11-11,CH,TW,2,2,9,WDVC21
2021-10-30,2021-12-31,CH,RO,49,21,167,*
2021-10-30,2021-12-23,CH,RO,44,21,197,*
2021-10-30,2021-11-23,CH,TI,150,40,587,*
2021-10-30,2021-12-07,CH,TD,492,75,1490,*
2021-10-30,2022-01-18,CH,TD,69,25,236,*
2021-10-30,2021-11-19,PH,GT,4,1,11,*
2021-10-30,2021-11-17,CH,TW,1,1,3,WFUNJ21
2021-10-30,2021-12-14,CH,CP,1,0,4,*
2021-10-30,2021-12-29,DH,TW,0,0,0,WMICK21
2021-10-30,2021-11-17,PH,DO,5,5,5,*
2021-10-30,2021-11-11,DH,TW,0,0,0,WFUNJ21
2021-10-30,2021-11-01,DH,RO,34,14,102,*
2021-10-30,2021-11-23,DH,GT,21,11,77,*
2021-10-30,2021-12-24,DH,TI,89,35,343,*
2021-10-30,2021-11-23,PH,TW,11,4,34,WEXP21
2021-10-30,2021-11-01,PH,TW,18,14,45,WEXP21
2021-10-30,2021-12-08,PH,TW,1,0,5,WINSG21
2021-10-30,2021-12-10,PH,TW,2,1,10,WINSG21
2021-10-30,2022-01-30,PH,TW,1,1,3,WGETA22
2021-10-30,2021-11-19,DH,TW,2,2,6,WINSG21
2021-10-30,2022-01-18,PH,RO,5,0,13,*
2021-10-30,2022-01-24,DH,BW,0,0,0,IDIA22C
2021-10-30,2022-01-01,DH,TW,1,0,4,WACTN21
2021-10-30,2021-11-27,CH,TW,33,24,123,WDVC21
2021-10-30,2021-11-17,CH,TI,181,71,529,*
2021-10-30,2021-12-25,CH,GT,5,1,21,*
2021-10-30,2022-01-23,CH,TI,35,11,109,*
2021-10-30,2022-01-27,CH,TI,46,18,162,*
2021-10-30,2021-11-09,CH,TD,342,83,1154,*
2021-10-30,2021-12-02,CH,TD,433,131,1478,*
2021-10-30,2022-01-08,CH,TD,146,38,539,*
2021-10-30,2022-01-24,CH,RO,25,15,117,*
2021-10-30,2021-12-10,CH,TW,11,3,35,WGETA21
2021-10-30,2021-10-31,CH,TW,3,1,11,WACCU21
2021-10-30,2021-11-19,CH,TW,1,0,5,WACCU21
2021-10-30,2021-12-27,PH,TW,5,0,15,WDVC21
2021-10-30,2022-01-28,CH,RO,16,8,57,*
2021-10-30,2021-11-11,DH,DO,0,0,0,*
2021-10-30,2021-11-16,CH,GR,61,0,166,GDDK21A
2021-10-30,2022-01-19,CH,TW,3,1,11,WGETA22
2021-10-30,2021-11-01,CH,BA,5,0,14,HCAJ21A
2021-10-30,2021-11-20,CH,GR,5,0,11,GCIK21A
2021-10-30,2021-11-15,CH,GR,6,0,12,GCCK21B
2021-10-30,2021-12-27,DH,TI,125,41,438,*
2021-10-30,2021-12-17,DH,RO,44,25,179,*
2021-10-30,2021-11-12,DH,TI,216,62,700,*
2021-10-30,2022-01-30,DH,GT,8,2,30,*
2021-10-30,2022-01-15,DH,RO,22,10,83,*
2021-10-30,2022-01-24,PH,TD,52,22,164,*
2021-10-30,2021-10-31,PH,GT,7,3,22,*
2021-10-30,2021-11-19,CH,TI,164,81,516,*
2021-10-30,2022-01-13,CH,GT,9,3,35,*
2021-10-30,2022-01-17,CH,TD,66,23,238,*
2021-10-30,2021-11-25,CH,TW,4,0,18,WINSG21
2021-10-30,2021-11-12,CH,CP,1,1,4,*
2021-10-30,2022-01-03,PH,TW,1,0,2,WABRE22
2021-10-30,2021-12-14,DH,BW,0,0,0,ICIL21C
2021-10-30,2022-01-03,DH,TW,0,0,0,WDDMX21
2021-10-30,2022-01-03,CH,TW,0,0,0,WGETA21
2021-10-30,2021-11-05,CH,DO,7,7,27,*
2021-10-30,2021-12-25,DH,TW,22,4,71,WEXP21
2021-10-30,2021-11-30,CH,TW,1,0,2,WUNVA21
2021-10-30,2021-12-12,DH,TW,19,17,54,WDVC21
2021-10-30,2021-11-30,DH,TW,28,11,79,WDVC21
2021-10-30,2022-01-11,DH,TW,1,0,3,WSWST22
2021-10-30,2021-11-03,CH,GR,1,1,2,GCDK21A
2021-10-30,2021-11-18,DH,GT,20,7,73,*
2021-10-30,2021-12-06,DH,TI,232,69,724,*
2021-10-30,2021-11-01,DH,GT,15,7,59,*
2021-10-30,2021-11-30,PH,TI,101,52,278,*
2021-10-30,2021-11-26,PH,GT,4,0,9,*
2021-10-30,2021-11-05,PH,TW,0,0,0,WINSG21
2021-10-30,2021-12-12,PH,TW,1,1,5,WINSG21
2021-10-30,2022-01-06,CH,TI,92,40,317,*
2021-10-30,2021-11-01,CH,CP,6,6,6,*
2021-10-30,2022-01-13,CH,RO,28,15,116,*
2021-10-30,2021-12-28,DH,TW,10,3,30,WDVC21
